,url,date,entity,entity_type
2221,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,CCHQ,institutions
2222,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,ConservativeHome,institutions
2223,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Conservative Women Organisation,institutions
2224,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Total Politics,institutions
2226,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,ITV,institutions
2227,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Politics at Jack and Sam’s Daily,institutions
2229,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,LSE,institutions
2231,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,assassination attempt,political_events
2232,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,town hall event,political_events
2233,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,rallies,political_events
2234,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,second shooting,political_events
2235,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,party conferences,political_events
2236,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,the general election,political_events
2237,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,debate,political_events
2238,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,reception,political_events
2239,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,speech,political_events
2240,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,phone call,political_events
2241,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,conference,political_events
2242,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,referendum,political_events
2245,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,hearing,political_events
2246,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,U.S. Senate hearing,political_events
2249,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,election,political_events
2250,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Republican,political_parties
2251,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Labour,political_parties
2252,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Tories,political_parties
2254,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,SNP,political_parties
2255,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Tory,political_parties
2256,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Conservatives,political_parties
2257,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Reform,political_parties
2258,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,"Flint, Michigan",locations
2259,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Michigan,locations
2260,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Arkansas,locations
2262,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,England,locations
2264,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Liverpool,locations
2265,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Birmingham,locations
2266,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Italy,locations
2267,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Albania,locations
2269,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Wales,locations
2270,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Brighton,locations
2271,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Lebanon,locations
2272,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Middle East,locations
2273,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Israel,locations
2274,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Scotland,locations
2275,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Edinburgh,locations
2277,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Holyrood,locations
2279,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Germany,locations
2280,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Russia,locations
2281,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Berlin,locations
2282,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,France,locations
2283,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,London,locations
2284,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Iran,locations
2285,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Hong Kong,locations
2286,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,West Pier,locations
2287,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Brussels,locations
2288,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Poland,locations
2289,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Czech Republic,locations
2290,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Romania,locations
2291,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Austria,locations
2292,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Central Europe,locations
2293,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Pescara,locations
2294,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,US,locations
2295,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Europe,locations
2297,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Budapest,locations
2298,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Caribbean,locations
2299,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Sierra Leone,locations
2300,https://www.politico.eu/newsletter/london-playbook/the-calm-before-the-storm/,2024-09-18,Asia,locations
2303,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Donald Trump,people
2304,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Ryan Wesley Routh,people
2305,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Kamala Harris,people
2306,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Ursula von der Leyen,people
2307,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Janez Janša,people
2308,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Marta Kos,people
2309,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Robert Golob,people
2310,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Daniel Freund,people
2311,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Mario Draghi,people
2312,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Raffaele Fitto,people
2313,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Thierry Breton,people
2314,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Teresa Ribera,people
2315,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Henna Virkkunen,people
2316,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Viktor Orbán,people
2317,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Manfred Weber,people
2318,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Kristalina Georgieva,people
2319,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Kyriakos Mitsotakis,people
2320,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Olaf Scholz,people
2321,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,George Gerapetritis,people
2322,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,William Ruto,people
2323,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Keir Starmer,people
2324,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Giorgia Meloni,people
2325,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Alessandro Chiocchetti,people
2326,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Eva Hartog,people
2327,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Evan Gershkovich,people
2328,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Wojciech Kość,people
2329,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Tom Nicholson,people
2330,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Reinier van Zutphen,people
2331,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Nuno Melo,people
2332,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Aitor Hernández-Morales,people
2333,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Camille Gijs,people
2334,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Edith Hancock,people
2335,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Roberta Metsola,people
2336,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Iratxe García-Pérez,people
2337,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Valérie Hayer,people
2338,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Josep Borrell,people
2339,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Ylva Johansson,people
2340,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Věra Jourová,people
2341,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Erik Renström,people
2342,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Didier Reynders,people
2343,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Peter Kyle,people
2344,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Pierre Moscovici,people
2345,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Ilhan Kyuchyuk,people
2346,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Jytte Guteland,people
2347,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Diego Torres,people
2348,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Benjamin van Zeveren,people
2349,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Richard Engel,people
2350,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Luc Frieden,people
2351,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Taneti Maamau,people
2352,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,FBI,institutions
2353,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Secret Service,institutions
2354,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Audi,institutions
2355,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,STIB,institutions
2356,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,European Commission,institutions
2357,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Slovenian parliament,institutions
2358,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,European Parliament,institutions
2359,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,NCC Group,institutions
2360,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,EU,institutions
2361,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,IMF,institutions
2362,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,OECD,institutions
2363,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,European Greens,institutions
2364,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,ECB,institutions
2365,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,European People’s Party,institutions
2366,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Council presidency,institutions
2367,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Ministry of Defence,institutions
2368,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,People’s Party,institutions
2369,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,NATO,institutions
2370,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Apple,institutions
2371,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,POLITICO,institutions
2372,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Lund University,institutions
2373,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Trump ASSASSINATION ATTEMPT,political_events
2374,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,election,political_events
2375,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,hearing,political_events
2376,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Conference of Presidents,political_events
2377,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,European Parliament election,political_events
2381,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,S&D,political_parties
2382,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Renew,political_parties
2383,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Florida,locations
2384,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Brussels,locations
2385,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Forest,locations
2386,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Strasbourg,locations
2387,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Serbia,locations
2388,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Hungary,locations
2389,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Schengen,locations
2390,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Germany,locations
2391,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Greece,locations
2392,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Austria,locations
2393,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Poland,locations
2394,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Kenya,locations
2395,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Italy,locations
2396,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Rome,locations
2397,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Central Europe,locations
2398,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Czech Republic,locations
2400,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Romania,locations
2401,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Netherlands,locations
2402,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Extremadura,locations
2403,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Madrid,locations
2404,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Portugal,locations
2405,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Olivenza,locations
2406,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Spain,locations
2407,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,United Arab Emirates,locations
2408,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Uzbekistan,locations
2410,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Sweden,locations
2411,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,United Kingdom,locations
2412,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Moscow,locations
2413,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,China,locations
2414,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,Ireland,locations
2415,https://www.politico.eu/newsletter/brussels-playbook/how-vdls-big-reveal-could-go-bad/,2024-09-16,US,locations
2416,https://www.nytimes.com/interactive/2024/09/26/opinion/donald-trump-personality-history.html,2024-09-26,Donald Trump,people
2417,https://www.nytimes.com/interactive/2024/09/26/opinion/donald-trump-personality-history.html,2024-09-26,The New York Times,institutions
2418,https://www.nytimes.com/2024/09/25/upshot/trump-electoral-college-harris.html,2024-09-25,Kamala Harris,people
2419,https://www.nytimes.com/2024/09/25/upshot/trump-electoral-college-harris.html,2024-09-25,Donald Trump,people
2420,https://www.nytimes.com/2024/09/25/upshot/trump-electoral-college-harris.html,2024-09-25,Joe Biden,people
2421,https://www.nytimes.com/2024/09/25/upshot/trump-electoral-college-harris.html,2024-09-25,Republican Party,political_parties
2422,https://www.nytimes.com/2024/09/25/upshot/trump-electoral-college-harris.html,2024-09-25,Wisconsin,locations
2423,https://www.nytimes.com/2024/09/25/upshot/trump-electoral-college-harris.html,2024-09-25,Michigan,locations
2424,https://www.nytimes.com/2024/09/25/upshot/trump-electoral-college-harris.html,2024-09-25,Pennsylvania,locations
2425,https://www.nytimes.com/2024/09/25/upshot/trump-electoral-college-harris.html,2024-09-25,New York,locations
2426,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Donald Trump,people
2427,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Bobby Knight,people
2428,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Brett M. Kavanaugh,people
2429,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Neil M. Gorsuch,people
2430,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Supreme Court,institutions
2431,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Brennan Center for Justice,institutions
2432,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Indiana University,institutions
2433,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Republican,political_parties
2434,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Pennsylvania,locations
2435,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Indiana,locations
2436,https://www.washingtonpost.com/politics/2024/09/24/trump-keeps-talking-about-criminalizing-dissent/,2024-09-24,Alaska,locations
2437,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Donald Trump,people
2438,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Kamala Harris,people
2439,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Tim Walz,people
2440,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Benjamin Netanyahu,people
2441,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Dick Cheney,people
2442,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Liz Cheney,people
2443,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Simon Rosenberg,people
2444,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Karoline Leavitt,people
2445,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Marelee Ernestberg,people
2446,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,David Muir,people
2447,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,US Capitol,institutions
2448,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,The Washington Post Fact Checker,institutions
2449,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Centers for Disease Control and Prevention,institutions
2450,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Mar-a-Lago Club,institutions
2451,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Truth Social,institutions
2452,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Trump campaign,institutions
2453,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,NBC News,institutions
2454,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,presidential debate,political_events
2455,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,"Jan. 6, 2021",political_events
2456,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Democratic Party,political_parties
2457,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Republican,political_parties
2458,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Ohio,locations
2459,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,America,locations
2460,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Philadelphia,locations
2461,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Minnesota,locations
2462,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Wyoming,locations
2463,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Middle East,locations
2464,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,"Aurora, Colorado",locations
2465,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Venezuela,locations
2466,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,"Springfield, Ohio",locations
2467,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Wisconsin,locations
2468,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Arizona,locations
2469,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Manhattan,locations
2470,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,New York,locations
2471,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Las Vegas,locations
2472,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,"Wildwood, N.J.",locations
2473,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,US-Mexico border,locations
2474,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,D.C.,locations
2475,https://www.washingtonpost.com/politics/2024/09/23/trump-imaginary-world/,2024-09-23,Washington,locations
2476,https://www.cnn.com/2024/09/26/politics/trump-454-million-civil-fraud-new-york-appeal/index.html,2024-09-26,Donald Trump,people
2477,https://www.cnn.com/2024/09/26/politics/trump-454-million-civil-fraud-new-york-appeal/index.html,2024-09-26,Arthur Engoron,people
2478,https://www.cnn.com/2024/09/26/politics/trump-454-million-civil-fraud-new-york-appeal/index.html,2024-09-26,Donald Trump Jr.,people
2479,https://www.cnn.com/2024/09/26/politics/trump-454-million-civil-fraud-new-york-appeal/index.html,2024-09-26,Eric Trump,people
