source,target,relationship,sentiment,url,article_source,date,is_relevant
Friedrich Merz,CDU,leads,NEUTRAL,https://www.bild.de/politik/inland/schwarz-roter-koalitionspoker-merz-und-klingbeil-kurz-vor-einigung-67f5113f02a01f6aa2713b07,german,2025-04-09,1.0
Markus Söder,CSU,leads,NEUTRAL,https://www.bild.de/politik/inland/schwarz-roter-koalitionspoker-merz-und-klingbeil-kurz-vor-einigung-67f5113f02a01f6aa2713b07,german,2025-04-09,1.0
Saskia Esken,SPD,leads,NEUTRAL,https://www.bild.de/politik/inland/schwarz-roter-koalitionspoker-merz-und-klingbeil-kurz-vor-einigung-67f5113f02a01f6aa2713b07,german,2025-04-09,1.0
Lars Klingbeil,SPD,leads,NEUTRAL,https://www.bild.de/politik/inland/schwarz-roter-koalitionspoker-merz-und-klingbeil-kurz-vor-einigung-67f5113f02a01f6aa2713b07,german,2025-04-09,1.0
Union,SPD,partners with,NEUTRAL,https://www.bild.de/politik/inland/schwarz-roter-koalitionspoker-merz-und-klingbeil-kurz-vor-einigung-67f5113f02a01f6aa2713b07,german,2025-04-09,1.0
SPD,Union,opposes,HOSTILE,https://www.bild.de/politik/inland/schwarz-roter-koalitionspoker-merz-und-klingbeil-kurz-vor-einigung-67f5113f02a01f6aa2713b07,german,2025-04-09,1.0
Union,SPD,opposes,HOSTILE,https://www.bild.de/politik/inland/schwarz-roter-koalitionspoker-merz-und-klingbeil-kurz-vor-einigung-67f5113f02a01f6aa2713b07,german,2025-04-09,1.0
Annalena Baerbock,Martin Huber,accuses,HOSTILE,https://www.bild.de/politik/konkrete-verpflichtungen-weitere-flieger-mit-afghanen-kommen-zu-uns-67fb70d43ceb7108c48faf79,german,2025-04-14,1.0
Jürgen Hardt,Olaf Scholz,criticizes,HOSTILE,https://www.bild.de/politik/konkrete-verpflichtungen-weitere-flieger-mit-afghanen-kommen-zu-uns-67fb70d43ceb7108c48faf79,german,2025-04-14,1.0
Jürgen Hardt,Bundesregierung,criticizes,HOSTILE,https://www.bild.de/politik/konkrete-verpflichtungen-weitere-flieger-mit-afghanen-kommen-zu-uns-67fb70d43ceb7108c48faf79,german,2025-04-14,1.0
CSU,Annalena Baerbock,criticizes,HOSTILE,https://www.bild.de/politik/konkrete-verpflichtungen-weitere-flieger-mit-afghanen-kommen-zu-uns-67fb70d43ceb7108c48faf79,german,2025-04-14,1.0
Nancy Faeser,Deutschland,represents,NEUTRAL,https://www.bild.de/politik/meinung-kommentare-kolumnen/kommentar-frau-faeser-hatte-ihre-chance-67e9a81fe8012a5659252c77,german,2025-03-30,1.0
Nancy Faeser,SPD,represents,NEUTRAL,https://www.bild.de/politik/meinung-kommentare-kolumnen/kommentar-frau-faeser-hatte-ihre-chance-67e9a81fe8012a5659252c77,german,2025-03-30,1.0
Nancy Faeser,Gewaltzahlen,criticizes,HOSTILE,https://www.bild.de/politik/meinung-kommentare-kolumnen/kommentar-frau-faeser-hatte-ihre-chance-67e9a81fe8012a5659252c77,german,2025-03-30,1.0
Friedrich Merz,Lars Klingbeil,criticizes,HOSTILE,https://www.bild.de/politik/meinung-kommentare-kolumnen/koa-kommentar-von-bild-chef-robert-schneider-wagt-doch-endlich-mal-mehr-mut-67e81dedb7a8296186178c15,german,2025-03-30,1.0
Friedrich Merz,Kai Wegner,criticizes,HOSTILE,https://www.bild.de/politik/cdu-wegner-aergert-merz-mit-mitglieder-umfrage-zu-schwarz-rot-67fb89162be3ce37c1b824d3,german,2025-04-13,1.0
Philipp Amthor,CDU,supports,FRIENDLY,https://www.bild.de/politik/cdu-wegner-aergert-merz-mit-mitglieder-umfrage-zu-schwarz-rot-67fb89162be3ce37c1b824d3,german,2025-04-13,1.0
Friedrich Merz,CSU,represents,NEUTRAL,https://www.bild.de/politik/inland/union-und-spd-einig-koalitionsvertrag-steht-67f644d138c3276cfc91ce57,german,2025-04-09,1.0
Markus Söder,CSU,leads,NEUTRAL,https://www.bild.de/politik/inland/union-und-spd-einig-koalitionsvertrag-steht-67f644d138c3276cfc91ce57,german,2025-04-09,1.0
Lars Klingbeil,SPD,leads,NEUTRAL,https://www.bild.de/politik/inland/union-und-spd-einig-koalitionsvertrag-steht-67f644d138c3276cfc91ce57,german,2025-04-09,1.0
Saskia Esken,SPD,leads,NEUTRAL,https://www.bild.de/politik/inland/union-und-spd-einig-koalitionsvertrag-steht-67f644d138c3276cfc91ce57,german,2025-04-09,1.0
CSU,SPD,partners with,NEUTRAL,https://www.bild.de/politik/inland/union-und-spd-einig-koalitionsvertrag-steht-67f644d138c3276cfc91ce57,german,2025-04-09,1.0
CDU,SPD,partners with,NEUTRAL,https://www.bild.de/politik/inland/union-und-spd-einig-koalitionsvertrag-steht-67f644d138c3276cfc91ce57,german,2025-04-09,1.0
CSU,CDU,supports,NEUTRAL,https://www.bild.de/politik/inland/union-und-spd-einig-koalitionsvertrag-steht-67f644d138c3276cfc91ce57,german,2025-04-09,1.0
Friedrich Merz,CDU,leads,NEUTRAL,https://www.bild.de/politik/inland/cdu-krise-kuehlungsborner-stadtverband-tritt-geschlossen-zurueck-67e328164043cc0cc565bf54,german,2025-03-26,1.0
CDU-Stadtverband Kühlungsborn,Friedrich Merz,criticizes,HOSTILE,https://www.bild.de/politik/inland/cdu-krise-kuehlungsborner-stadtverband-tritt-geschlossen-zurueck-67e328164043cc0cc565bf54,german,2025-03-26,1.0
CDU,SPD,partners with,NEUTRAL,https://www.bild.de/politik/inland/cdu-krise-kuehlungsborner-stadtverband-tritt-geschlossen-zurueck-67e328164043cc0cc565bf54,german,2025-03-26,1.0
CDU,SPD,partners with,NEUTRAL,https://www.bild.de/politik/inland/livestream-der-koalitionsvertrag-steht-67f6318a83f84e3e5f751390,german,2025-04-09,1.0
Angela Merkel,Friedrich Merz,criticizes,HOSTILE,https://www.bild.de/politik/inland/friedrich-merz-merkel-nennt-sich-und-den-cdu-chef-dream-team-67f7a31fef5fe908d62b05a7,german,2025-04-10,1.0
Angela Merkel,AfD,criticizes,HOSTILE,https://www.bild.de/politik/inland/friedrich-merz-merkel-nennt-sich-und-den-cdu-chef-dream-team-67f7a31fef5fe908d62b05a7,german,2025-04-10,1.0
Angela Merkel,CSU,opposes,NEUTRAL,https://www.bild.de/politik/inland/friedrich-merz-merkel-nennt-sich-und-den-cdu-chef-dream-team-67f7a31fef5fe908d62b05a7,german,2025-04-10,1.0
Lars Klingbeil,SPD,leads,NEUTRAL,https://www.bild.de/politik/inland/lars-klingbeil-triumphiert-nach-verhandlungen-67f7e00438c3276cfc92ec96,german,2025-04-10,1.0
Raed Saleh,SPD,leads,NEUTRAL,https://www.bild.de/regional/berlin/gunnar-schupelius-saleh-regiert-die-spd-die-das-gar-nicht-wollte-67fcdfcc0c382a03794ea268,german,2025-04-14,1.0
SPD,CDU,partners with,NEUTRAL,https://www.bild.de/regional/berlin/gunnar-schupelius-saleh-regiert-die-spd-die-das-gar-nicht-wollte-67fcdfcc0c382a03794ea268,german,2025-04-14,1.0
Wegner,SPD,opposes,HOSTILE,https://www.bild.de/regional/berlin/gunnar-schupelius-saleh-regiert-die-spd-die-das-gar-nicht-wollte-67fcdfcc0c382a03794ea268,german,2025-04-14,1.0
Raed Saleh,AfD,opposes,NEUTRAL,https://www.bild.de/regional/berlin/gunnar-schupelius-saleh-regiert-die-spd-die-das-gar-nicht-wollte-67fcdfcc0c382a03794ea268,german,2025-04-14,1.0
Raed Saleh,Jusos,supports,NEUTRAL,https://www.bild.de/regional/berlin/gunnar-schupelius-saleh-regiert-die-spd-die-das-gar-nicht-wollte-67fcdfcc0c382a03794ea268,german,2025-04-14,1.0
Friedrich Merz,Social Democrats (SPD),partners with,NEUTRAL,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
Friedrich Merz,CDU,leads,NEUTRAL,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
Friedrich Merz,Donald Trump,criticizes,HOSTILE,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
Friedrich Merz,United States,partners with,NEUTRAL,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
Friedrich Merz,European Union,supports,FRIENDLY,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
Friedrich Merz,Ukraine,supports,FRIENDLY,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
Friedrich Merz,Nato,supports,FRIENDLY,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
CDU,Friedrich Merz,represents,NEUTRAL,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
Social Democrats (SPD),Friedrich Merz,partners with,NEUTRAL,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
Alternative for Germany (AfD),Friedrich Merz,opposes,HOSTILE,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
Lars Klingbeil,Social Democrats (SPD),leads,NEUTRAL,https://www.aljazeera.com/news/2025/4/9/germany-merz-unveils-coalition-deal-with-spd-after-weeks-of-drift,german,2025-04-09,1.0
Friedrich Merz,Christian Democratic Union party (CDU),leads,NEUTRAL,https://www.reuters.com/world/europe/germanys-merz-set-be-elected-chancellor-may-6-source-says-2025-04-11/,german,2025-04-11,1.0
Donald Trump,Democratic Party,opposes,HOSTILE,https://www.politico.eu/article/europe-populism-donald-trump-conservatives/,german,2025-04-03,1.0
Donald Trump,government agencies,criticizes,HOSTILE,https://www.politico.eu/article/europe-populism-donald-trump-conservatives/,german,2025-04-03,1.0
Donald Trump,Elon Musk,partners with,FRIENDLY,https://www.politico.eu/article/europe-populism-donald-trump-conservatives/,german,2025-04-03,1.0
U.S. Congress,Donald Trump,supports,FRIENDLY,https://www.politico.eu/article/europe-populism-donald-trump-conservatives/,german,2025-04-03,1.0
Donald Trump,MAGA,leads,NEUTRAL,https://www.politico.eu/article/europe-populism-donald-trump-conservatives/,german,2025-04-03,1.0
right-wing populists,centrists,opposes,HOSTILE,https://www.politico.eu/article/europe-populism-donald-trump-conservatives/,german,2025-04-03,1.0
Ursula von der Leyen,center,supports,FRIENDLY,https://www.politico.eu/article/europe-populism-donald-trump-conservatives/,german,2025-04-03,1.0
Alternative for Germany party,Bundestag,represents,NEUTRAL,https://www.politico.eu/article/europe-populism-donald-trump-conservatives/,german,2025-04-03,1.0
Donald Trump,populist wave,supports,FRIENDLY,https://www.politico.eu/article/europe-populism-donald-trump-conservatives/,german,2025-04-03,1.0
Liberal Party,Canadian government,represents,NEUTRAL,https://www.politico.eu/article/europe-populism-donald-trump-conservatives/,german,2025-04-03,1.0
Merz,CDU,leads,NEUTRAL,https://www.politico.eu/article/friedrich-merz-germany-christian-democratic-union-social-democratic-party-coalition-talks/,german,2025-04-08,1.0
European leaders,Merz,supports,FRIENDLY,https://www.politico.eu/article/friedrich-merz-germany-christian-democratic-union-social-democratic-party-coalition-talks/,german,2025-04-08,1.0
Merz,United States,opposes,HOSTILE,https://www.politico.eu/article/friedrich-merz-germany-christian-democratic-union-social-democratic-party-coalition-talks/,german,2025-04-08,1.0
AfD,Merz,criticizes,HOSTILE,https://www.politico.eu/article/friedrich-merz-germany-christian-democratic-union-social-democratic-party-coalition-talks/,german,2025-04-08,1.0
Merz,SPD,partners with,NEUTRAL,https://www.politico.eu/article/friedrich-merz-germany-christian-democratic-union-social-democratic-party-coalition-talks/,german,2025-04-08,1.0
Merz,Greens,partners with,NEUTRAL,https://www.politico.eu/article/friedrich-merz-germany-christian-democratic-union-social-democratic-party-coalition-talks/,german,2025-04-08,1.0
CDU,Merz,supports,FRIENDLY,https://www.politico.eu/article/friedrich-merz-germany-christian-democratic-union-social-democratic-party-coalition-talks/,german,2025-04-08,1.0
AfD,Merz,accuses,HOSTILE,https://www.politico.eu/article/friedrich-merz-germany-christian-democratic-union-social-democratic-party-coalition-talks/,german,2025-04-08,1.0
Friedrich Merz,CDU/CSU,leads,NEUTRAL,https://www.politico.eu/article/robert-habeck-to-quit-top-role-in-germanys-greens/,german,2025-02-24,1.0
Olaf Scholz,SPD,leads,NEUTRAL,https://www.politico.eu/article/robert-habeck-to-quit-top-role-in-germanys-greens/,german,2025-02-24,1.0
Greens,CDU/CSU,flirted with working with,NEUTRAL,https://www.politico.eu/article/robert-habeck-to-quit-top-role-in-germanys-greens/,german,2025-02-24,1.0
SPD,Greens,partners with,NEUTRAL,https://www.politico.eu/article/robert-habeck-to-quit-top-role-in-germanys-greens/,german,2025-02-24,1.0
Habeck,Greens,represents,NEUTRAL,https://www.politico.eu/article/robert-habeck-to-quit-top-role-in-germanys-greens/,german,2025-02-24,1.0
National Rally,Francois Bayrou,opposes,HOSTILE,https://www.politico.eu/article/france-far-right-national-rally-toppling-government-marine-le-pen-pm-francois-bayrou-jordan-bardella/,german,2025-04-07,1.0
National Rally,government,opposes,HOSTILE,https://www.politico.eu/article/france-far-right-national-rally-toppling-government-marine-le-pen-pm-francois-bayrou-jordan-bardella/,german,2025-04-07,1.0
pro-government officials,Jean-Marie Le Pen,accuses,HOSTILE,https://www.politico.eu/article/france-far-right-national-rally-toppling-government-marine-le-pen-pm-francois-bayrou-jordan-bardella/,german,2025-04-07,1.0
National Rally,Jean-Marie Le Pen,represents,NEUTRAL,https://www.politico.eu/article/france-far-right-national-rally-toppling-government-marine-le-pen-pm-francois-bayrou-jordan-bardella/,german,2025-04-07,1.0
Jean-Marie Le Pen,2027 presidential election,opposes,HOSTILE,https://www.politico.eu/article/france-far-right-national-rally-toppling-government-marine-le-pen-pm-francois-bayrou-jordan-bardella/,german,2025-04-07,1.0
Barnier,National Rally,supported by,FRIENDLY,https://www.politico.eu/article/france-far-right-national-rally-toppling-government-marine-le-pen-pm-francois-bayrou-jordan-bardella/,german,2025-04-07,1.0
National Rally,Barnier,helped torpedo,HOSTILE,https://www.politico.eu/article/france-far-right-national-rally-toppling-government-marine-le-pen-pm-francois-bayrou-jordan-bardella/,german,2025-04-07,1.0
Bardella,Jean-Marie Le Pen,criticizes,HOSTILE,https://www.politico.eu/article/france-far-right-jordan-bardella-nuclear-deterrent-nato-us-donald-trump/,german,2025-03-03,1.0
Bardella,United States,criticizes,HOSTILE,https://www.politico.eu/article/france-far-right-jordan-bardella-nuclear-deterrent-nato-us-donald-trump/,german,2025-03-03,1.0
Emmanuel Macron,Europe,supports,FRIENDLY,https://www.politico.eu/article/france-far-right-jordan-bardella-nuclear-deterrent-nato-us-donald-trump/,german,2025-03-03,1.0
Friedrich Merz,France,partners with,FRIENDLY,https://www.politico.eu/article/france-far-right-jordan-bardella-nuclear-deterrent-nato-us-donald-trump/,german,2025-03-03,1.0
Friedrich Merz,UK,partners with,FRIENDLY,https://www.politico.eu/article/france-far-right-jordan-bardella-nuclear-deterrent-nato-us-donald-trump/,german,2025-03-03,1.0
United States,Europe,supports,FRIENDLY,https://www.politico.eu/article/france-far-right-jordan-bardella-nuclear-deterrent-nato-us-donald-trump/,german,2025-03-03,1.0
Elon Musk,Donald Trump,supports,FRIENDLY,https://www.politico.eu/article/olaf-scholz-germany-election-elon-musk-nazis-history/,german,2025-01-28,1.0
Elon Musk,Alternative for Germany (AfD),supports,FRIENDLY,https://www.politico.eu/article/olaf-scholz-germany-election-elon-musk-nazis-history/,german,2025-01-28,1.0
Scholz,Elon Musk,criticizes,HOSTILE,https://www.politico.eu/article/olaf-scholz-germany-election-elon-musk-nazis-history/,german,2025-01-28,1.0
Elon Musk,Deutschland,endorses,FRIENDLY,https://www.politico.eu/article/olaf-scholz-germany-election-elon-musk-nazis-history/,german,2025-01-28,1.0
Weidel,Alternative for Germany (AfD),represents,NEUTRAL,https://www.politico.eu/article/olaf-scholz-germany-election-elon-musk-nazis-history/,german,2025-01-28,1.0
Storm-1516,2024 presidential vote,spreads falsehoods,HOSTILE,https://www.politico.eu/article/russia-linked-fake-videos-spread-german-election-fraud-claims-authorities-warn/,german,2025-02-21,1.0
Storm-1516,democratic institutions,erodes trust in,HOSTILE,https://www.politico.eu/article/russia-linked-fake-videos-spread-german-election-fraud-claims-authorities-warn/,german,2025-02-21,1.0
Leipzig city authorities,AfD,opposes,HOSTILE,https://www.politico.eu/article/russia-linked-fake-videos-spread-german-election-fraud-claims-authorities-warn/,german,2025-02-21,1.0
Leipzig city authorities,those responsible for spreading disinformation,accuses,HOSTILE,https://www.politico.eu/article/russia-linked-fake-videos-spread-german-election-fraud-claims-authorities-warn/,german,2025-02-21,1.0
Interior Ministry,Germany’s election,warns about interference in,HOSTILE,https://www.politico.eu/article/russia-linked-fake-videos-spread-german-election-fraud-claims-authorities-warn/,german,2025-02-21,1.0
German intelligence services,misleading narratives,traces influence networks,HOSTILE,https://www.politico.eu/article/russia-linked-fake-videos-spread-german-election-fraud-claims-authorities-warn/,german,2025-02-21,1.0
Interior Ministry,social media platforms,urges action on,HOSTILE,https://www.politico.eu/article/russia-linked-fake-videos-spread-german-election-fraud-claims-authorities-warn/,german,2025-02-21,1.0
Not only Leipzig authorities but also the Interior Ministry,those responsible for the spread of the fake videos,considers legal measures against,HOSTILE,https://www.politico.eu/article/russia-linked-fake-videos-spread-german-election-fraud-claims-authorities-warn/,german,2025-02-21,1.0
Elon Musk,Alternative for Germany,supports,FRIENDLY,https://www.politico.eu/article/tesla-plummeting-sales-risk-emissions-credit-earning/,german,2025-03-03,1.0
Elon Musk,Donald Trump,advises,NEUTRAL,https://www.politico.eu/article/tesla-plummeting-sales-risk-emissions-credit-earning/,german,2025-03-03,1.0
Consumers,Tesla,criticizes,HOSTILE,https://www.politico.eu/article/tesla-plummeting-sales-risk-emissions-credit-earning/,german,2025-03-03,1.0
Poland's transport minister,Tesla,criticizes,HOSTILE,https://www.politico.eu/article/tesla-plummeting-sales-risk-emissions-credit-earning/,german,2025-03-03,1.0
Tesla,Stellantis,partners with,NEUTRAL,https://www.politico.eu/article/tesla-plummeting-sales-risk-emissions-credit-earning/,german,2025-03-03,1.0
Tesla,Toyota,partners with,NEUTRAL,https://www.politico.eu/article/tesla-plummeting-sales-risk-emissions-credit-earning/,german,2025-03-03,1.0
Tesla,Ford,partners with,NEUTRAL,https://www.politico.eu/article/tesla-plummeting-sales-risk-emissions-credit-earning/,german,2025-03-03,1.0
Merz,Christian Democratic Union,leads,NEUTRAL,https://www.politico.eu/article/germany-next-government-friedrich-merz-politics-eu-cdu-csu-afd-spd-greens-olaf-scholz/,german,2025-02-06,1.0
Merz,Christian Social Union,leads,NEUTRAL,https://www.politico.eu/article/germany-next-government-friedrich-merz-politics-eu-cdu-csu-afd-spd-greens-olaf-scholz/,german,2025-02-06,1.0
Angela Merkel,GroKo,leads,NEUTRAL,https://www.politico.eu/article/germany-next-government-friedrich-merz-politics-eu-cdu-csu-afd-spd-greens-olaf-scholz/,german,2025-02-06,1.0
Christian Democratic Union,Christian Social Union,partners with,FRIENDLY,https://www.politico.eu/article/germany-next-government-friedrich-merz-politics-eu-cdu-csu-afd-spd-greens-olaf-scholz/,german,2025-02-06,1.0
Social Democrats (SPD),Greens,partners with,NEUTRAL,https://www.politico.eu/article/germany-next-government-friedrich-merz-politics-eu-cdu-csu-afd-spd-greens-olaf-scholz/,german,2025-02-06,1.0
Social Democrats (SPD),Free Democratic Party (FDP),partners with,NEUTRAL,https://www.politico.eu/article/germany-next-government-friedrich-merz-politics-eu-cdu-csu-afd-spd-greens-olaf-scholz/,german,2025-02-06,1.0
All other parties,Alternative for Germany (AfD),opposes,HOSTILE,https://www.politico.eu/article/germany-next-government-friedrich-merz-politics-eu-cdu-csu-afd-spd-greens-olaf-scholz/,german,2025-02-06,1.0
Merz,SPD,supports,NEUTRAL,https://www.politico.eu/article/germany-next-government-friedrich-merz-politics-eu-cdu-csu-afd-spd-greens-olaf-scholz/,german,2025-02-06,1.0
Merz,Greens,supports,NEUTRAL,https://www.politico.eu/article/germany-next-government-friedrich-merz-politics-eu-cdu-csu-afd-spd-greens-olaf-scholz/,german,2025-02-06,1.0
Christian Democratic Union,Social Democrats (SPD),partners with,NEUTRAL,https://www.politico.eu/article/germany-next-government-friedrich-merz-politics-eu-cdu-csu-afd-spd-greens-olaf-scholz/,german,2025-02-06,1.0
AfD,Merz's spending deal,opposes,HOSTILE,https://www.politico.eu/article/germany-new-parliament-bundestag-friedrich-merz/,german,2025-03-25,1.0
The Left,Merz's spending deal,opposes,HOSTILE,https://www.politico.eu/article/germany-new-parliament-bundestag-friedrich-merz/,german,2025-03-25,1.0
CDU,AfD,opposes,HOSTILE,https://www.politico.eu/article/germany-new-parliament-bundestag-friedrich-merz/,german,2025-03-25,1.0
CDU,The Left,opposes,HOSTILE,https://www.politico.eu/article/germany-new-parliament-bundestag-friedrich-merz/,german,2025-03-25,1.0
AfD,coalition government,opposes,HOSTILE,https://www.politico.eu/article/germany-new-parliament-bundestag-friedrich-merz/,german,2025-03-25,1.0
Jens Spahn,CDU,represents,NEUTRAL,https://www.politico.eu/article/germany-election-jens-spahn-nuclear-energy-comeback/,german,2025-02-06,1.0
Friedrich Merz,CDU,leads,NEUTRAL,https://www.politico.eu/article/germany-election-jens-spahn-nuclear-energy-comeback/,german,2025-02-06,1.0
CDU,Christian Social Union,partners with,FRIENDLY,https://www.politico.eu/article/germany-election-jens-spahn-nuclear-energy-comeback/,german,2025-02-06,1.0
CDU,France,partners with,NEUTRAL,https://www.politico.eu/article/germany-election-jens-spahn-nuclear-energy-comeback/,german,2025-02-06,1.0
CDU,nuclear energy,supports,FRIENDLY,https://www.politico.eu/article/germany-election-jens-spahn-nuclear-energy-comeback/,german,2025-02-06,1.0
Free Democratic Party (FDP),nuclear research,supports,FRIENDLY,https://www.politico.eu/article/germany-election-jens-spahn-nuclear-energy-comeback/,german,2025-02-06,1.0
Alternative for Germany (AfD),nuclear energy,supports,FRIENDLY,https://www.politico.eu/article/germany-election-jens-spahn-nuclear-energy-comeback/,german,2025-02-06,1.0
nuclear safety agency,nuclear energy,opposes,HOSTILE,https://www.politico.eu/article/germany-election-jens-spahn-nuclear-energy-comeback/,german,2025-02-06,1.0
Fridays for Future,climate crisis,supports,FRIENDLY,https://www.euronews.com/my-europe/2025/02/15/tens-of-thousands-of-climate-activists-protest-across-germany-ahead-of-upcoming-federal-el,german,2025-02-15,1.0
Alternative for Germany (AfD),green policies,opposes,HOSTILE,https://www.euronews.com/my-europe/2025/02/15/tens-of-thousands-of-climate-activists-protest-across-germany-ahead-of-upcoming-federal-el,german,2025-02-15,1.0
Alternative for Germany (AfD),action to tackle the crisis,opposes,HOSTILE,https://www.euronews.com/my-europe/2025/02/15/tens-of-thousands-of-climate-activists-protest-across-germany-ahead-of-upcoming-federal-el,german,2025-02-15,1.0
Fridays for Future,climate crisis,represents,NEUTRAL,https://www.euronews.com/my-europe/2025/02/15/tens-of-thousands-of-climate-activists-protest-across-germany-ahead-of-upcoming-federal-el,german,2025-02-15,1.0
Pascal Delwit,Université libre de Bruxelles (ULB),represents,NEUTRAL,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
European People's Party,European Parliament,represents,NEUTRAL,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
Social Democrats (SPD),European Parliament,represents,NEUTRAL,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
Patriots for Europe,European Parliament,represents,NEUTRAL,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
FPÖ,Herbert Kickl,leads,NEUTRAL,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
Democratic Alliance,Luis Montenegro,leads,NEUTRAL,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
National Rally,European elections,leads,NEUTRAL,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
Olaf Scholz,Social Democrats,leads,NEUTRAL,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
Calin Georgescu,nationalist candidate,supports,HOSTILE,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
Russian interference,Calin Georgescu,supports,HOSTILE,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
European People's Party,Social Democrats,partners with,FRIENDLY,https://www.euronews.com/my-europe/2024/12/24/european-political-landscape-shifts-right-in-2024-as-far-right-gains-ground,german,2024-12-24,1.0
Jordan Bardella,Patriots for Europe,represents,NEUTRAL,https://www.euronews.com/my-europe/2025/04/10/eurosceptic-patriots-call-for-parliamentary-inquiry-into-corruption-scandals,german,2025-04-10,1.0
Jean-Marie Le Pen,National Rally,represents,NEUTRAL,https://www.euronews.com/my-europe/2025/04/10/eurosceptic-patriots-call-for-parliamentary-inquiry-into-corruption-scandals,german,2025-04-10,1.0
Daniel Freund,Greens,represents,NEUTRAL,https://www.euronews.com/my-europe/2025/04/10/eurosceptic-patriots-call-for-parliamentary-inquiry-into-corruption-scandals,german,2025-04-10,1.0
Patriots for Europe,European Parliament,opposes,NEUTRAL,https://www.euronews.com/my-europe/2025/04/10/eurosceptic-patriots-call-for-parliamentary-inquiry-into-corruption-scandals,german,2025-04-10,1.0
Huawei,EU institutions,accuses,HOSTILE,https://www.euronews.com/my-europe/2025/04/10/eurosceptic-patriots-call-for-parliamentary-inquiry-into-corruption-scandals,german,2025-04-10,1.0
Huawei,EU institutions,accuses,NEUTRAL,https://www.euronews.com/my-europe/2025/04/10/eurosceptic-patriots-call-for-parliamentary-inquiry-into-corruption-scandals,german,2025-04-10,1.0
EU institutions,Patriots for Europe,criticizes,NEUTRAL,https://www.euronews.com/my-europe/2025/04/10/eurosceptic-patriots-call-for-parliamentary-inquiry-into-corruption-scandals,german,2025-04-10,1.0
Jordan Bardella,European Parliament,accuses,NEUTRAL,https://www.euronews.com/my-europe/2025/04/10/eurosceptic-patriots-call-for-parliamentary-inquiry-into-corruption-scandals,german,2025-04-10,1.0
Elon Musk,Donald Trump,supports,FRIENDLY,https://www.euronews.com/next/2025/01/09/elon-musk-s-life-story-the-highs-and-lows-of-the-tesla-and-spacex-boss,german,2025-01-09,1.0
Elon Musk,Alternative for Germany (AfD),supports,HOSTILE,https://www.euronews.com/next/2025/01/09/elon-musk-s-life-story-the-highs-and-lows-of-the-tesla-and-spacex-boss,german,2025-01-09,1.0
Elon Musk,Keir Starmer,criticizes,HOSTILE,https://www.euronews.com/next/2025/01/09/elon-musk-s-life-story-the-highs-and-lows-of-the-tesla-and-spacex-boss,german,2025-01-09,1.0
