source,target,relationship,sentiment,url,date
Vijay Prashad,opposition coalition,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/9/9/after-edmundo-gonzalez-flees-whats-next-for-venezuela-and-its-opposition,2024-09-09
Tarek William Saab,Maria Corina Machado,accuses,HOSTILE,https://www.aljazeera.com/news/2024/9/9/after-edmundo-gonzalez-flees-whats-next-for-venezuela-and-its-opposition,2024-09-09
Luiz Inacio Lula da Silva,Nicolas Maduro,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/9/9/after-edmundo-gonzalez-flees-whats-next-for-venezuela-and-its-opposition,2024-09-09
United States,Nicolas Maduro,opposes,HOSTILE,https://www.aljazeera.com/news/2024/9/9/after-edmundo-gonzalez-flees-whats-next-for-venezuela-and-its-opposition,2024-09-09
European Union,Nicolas Maduro,opposes,HOSTILE,https://www.aljazeera.com/news/2024/9/9/after-edmundo-gonzalez-flees-whats-next-for-venezuela-and-its-opposition,2024-09-09
Tess Gridley,Sea Search,leads,NEUTRAL,https://www.aljazeera.com/features/2024/9/7/why-are-cape-fur-seals-in-south-africa-getting-infected-with-rabies,2024-09-07
Brett Gardner,University of Melbourne,is based at,NEUTRAL,https://www.aljazeera.com/features/2024/9/7/why-are-cape-fur-seals-in-south-africa-getting-infected-with-rabies,2024-09-07
Brett Gardner,South Africa,criticizes,NEUTRAL,https://www.aljazeera.com/features/2024/9/7/why-are-cape-fur-seals-in-south-africa-getting-infected-with-rabies,2024-09-07
Gregg Oelofse,City of Cape Town,leads,NEUTRAL,https://www.aljazeera.com/features/2024/9/7/why-are-cape-fur-seals-in-south-africa-getting-infected-with-rabies,2024-09-07
Brett Gardner,South Africa,supports,FRIENDLY,https://www.aljazeera.com/features/2024/9/7/why-are-cape-fur-seals-in-south-africa-getting-infected-with-rabies,2024-09-07
World Health Organization,DRC,criticizes,HOSTILE,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
Japan,DRC,supports,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
European Union,DRC,supports,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
United States,DRC,supports,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
Amir Khan,Al Jazeera,represents,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
William Ampofo,WHO,represents,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
Afrigen,WHO,partners with,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
Afrigen,EU,supports,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
BioNTech,Afrigen,opposes,HOSTILE,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
kENUP Foundation,South African,supports,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
Didier Mukeba Tshilala,MSF,represents,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
Kenya,Moderna,partners with,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
William Ampofo,WHO,represents,NEUTRAL,https://www.aljazeera.com/news/2024/9/12/why-african-countries-struggle-to-produce-vaccines,2024-09-12
Putin,Kamala Harris,supports,NEUTRAL,https://www.aljazeera.com/news/2024/9/6/russia-backs-kamala-harris-putins-history-of-us-election-endorsements,2024-09-06
Putin,Joe Biden,supports,NEUTRAL,https://www.aljazeera.com/news/2024/9/6/russia-backs-kamala-harris-putins-history-of-us-election-endorsements,2024-09-06
Joe Biden,Kamala Harris,endorses,NEUTRAL,https://www.aljazeera.com/news/2024/9/6/russia-backs-kamala-harris-putins-history-of-us-election-endorsements,2024-09-06
Putin,George W Bush,endorses,NEUTRAL,https://www.aljazeera.com/news/2024/9/6/russia-backs-kamala-harris-putins-history-of-us-election-endorsements,2024-09-06
John Kerry,George W Bush,criticizes,NEUTRAL,https://www.aljazeera.com/news/2024/9/6/russia-backs-kamala-harris-putins-history-of-us-election-endorsements,2024-09-06
Putin,Barack Obama,supports,NEUTRAL,https://www.aljazeera.com/news/2024/9/6/russia-backs-kamala-harris-putins-history-of-us-election-endorsements,2024-09-06
Putin,Mitt Romney,criticizes,NEUTRAL,https://www.aljazeera.com/news/2024/9/6/russia-backs-kamala-harris-putins-history-of-us-election-endorsements,2024-09-06
Putin,Donald Trump,supports,FRIENDLY,https://www.aljazeera.com/news/2024/9/6/russia-backs-kamala-harris-putins-history-of-us-election-endorsements,2024-09-06
US,Russia,accuses,HOSTILE,https://www.aljazeera.com/news/2024/9/6/russia-backs-kamala-harris-putins-history-of-us-election-endorsements,2024-09-06
Michael Chakma,Sheikh Hasina,criticizes,HOSTILE,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Sheikh Hasina,Jamaat-e-Islami,opposes,HOSTILE,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Sheikh Hasina,Awami League,leads,NEUTRAL,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Michael Chakma,CHT,opposes,HOSTILE,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Sheikh Hasina,Chakmas,opposes,HOSTILE,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Michael Chakma,Awami League,criticizes,HOSTILE,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Muhammad Yunus,government,leads,NEUTRAL,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Muhammad Yunus,International Convention for the Protection of All Persons from Enforced Disappearances,supports,FRIENDLY,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Nadira Sultana,DGFI,criticizes,HOSTILE,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Mursheda Begum,DGFI,criticizes,HOSTILE,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Mayer Daak,government,supports,FRIENDLY,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Hasina,Dhaka,opposes,HOSTILE,https://www.aljazeera.com/features/2024/9/10/hasina-gone-but-fate-of-bangladeshs-forcibly-disappeared-hangs-in-balance,2024-09-10
Dick Cheney,Kamala Harris,supports,NEUTRAL,https://www.aljazeera.com/opinions/2024/9/12/cheneys-policies-as-vp-caused-immense-human-suffering-on-a-global-scale,2024-09-12
Dick Cheney,Donald Trump,opposes,HOSTILE,https://www.aljazeera.com/opinions/2024/9/12/cheneys-policies-as-vp-caused-immense-human-suffering-on-a-global-scale,2024-09-12
Kamala Harris,Dick Cheney,endorses,NEUTRAL,https://www.aljazeera.com/opinions/2024/9/12/cheneys-policies-as-vp-caused-immense-human-suffering-on-a-global-scale,2024-09-12
Donald Trump,United States,criticizes,HOSTILE,https://www.aljazeera.com/opinions/2024/9/12/cheneys-policies-as-vp-caused-immense-human-suffering-on-a-global-scale,2024-09-12
Dick Cheney,Iraq,leads,HOSTILE,https://www.aljazeera.com/opinions/2024/9/12/cheneys-policies-as-vp-caused-immense-human-suffering-on-a-global-scale,2024-09-12
Dick Cheney,George W Bush,partners with,NEUTRAL,https://www.aljazeera.com/opinions/2024/9/12/cheneys-policies-as-vp-caused-immense-human-suffering-on-a-global-scale,2024-09-12
Dick Cheney,Democratic,opposes,HOSTILE,https://www.aljazeera.com/opinions/2024/9/12/cheneys-policies-as-vp-caused-immense-human-suffering-on-a-global-scale,2024-09-12
Dick Cheney,Saddam Hussein,opposes,NEUTRAL,https://www.aljazeera.com/opinions/2024/9/12/cheneys-policies-as-vp-caused-immense-human-suffering-on-a-global-scale,2024-09-12
Dorothy Moyo,Kwekwe,represents,NEUTRAL,https://www.aljazeera.com/features/2024/9/5/a-city-at-risk-of-collapsing-the-cost-of-the-search-for-gold-in-zimbabwe,2024-09-05
Runyararo Priscilla Mashinge,Kwekwe,represents,NEUTRAL,https://www.aljazeera.com/features/2024/9/5/a-city-at-risk-of-collapsing-the-cost-of-the-search-for-gold-in-zimbabwe,2024-09-05
Albert Musungwa Zinhanga,Kwekwe,leads,NEUTRAL,https://www.aljazeera.com/features/2024/9/5/a-city-at-risk-of-collapsing-the-cost-of-the-search-for-gold-in-zimbabwe,2024-09-05
ZELA,mining,criticizes,HOSTILE,https://www.aljazeera.com/features/2024/9/5/a-city-at-risk-of-collapsing-the-cost-of-the-search-for-gold-in-zimbabwe,2024-09-05
Mashinge,authorities,criticizes,HOSTILE,https://www.aljazeera.com/features/2024/9/5/a-city-at-risk-of-collapsing-the-cost-of-the-search-for-gold-in-zimbabwe,2024-09-05
Henrietta Rushwaya,Emmerson Mnangagwa,partners with,NEUTRAL,https://www.aljazeera.com/features/2024/9/5/a-city-at-risk-of-collapsing-the-cost-of-the-search-for-gold-in-zimbabwe,2024-09-05
Farai Maguwu,politicians,accuses,HOSTILE,https://www.aljazeera.com/features/2024/9/5/a-city-at-risk-of-collapsing-the-cost-of-the-search-for-gold-in-zimbabwe,2024-09-05
Owen Ncube,artisanal miners,supports,NEUTRAL,https://www.aljazeera.com/features/2024/9/5/a-city-at-risk-of-collapsing-the-cost-of-the-search-for-gold-in-zimbabwe,2024-09-05
Winston Chitando,small-scale mining,supports,NEUTRAL,https://www.aljazeera.com/features/2024/9/5/a-city-at-risk-of-collapsing-the-cost-of-the-search-for-gold-in-zimbabwe,2024-09-05
ZINGSA,Kwekwe,represents,NEUTRAL,https://www.aljazeera.com/features/2024/9/5/a-city-at-risk-of-collapsing-the-cost-of-the-search-for-gold-in-zimbabwe,2024-09-05
International Paralympic Committee (IPC),athletes,opposes,HOSTILE,https://www.aljazeera.com/opinions/2024/9/8/the-paralympics-are-supposed-to-be-fair-and-inclusive-but-often-fail-to-be,2024-09-08
Vinod Kumar,2021 Summer Paralympics,participates,NEUTRAL,https://www.aljazeera.com/opinions/2024/9/8/the-paralympics-are-supposed-to-be-fair-and-inclusive-but-often-fail-to-be,2024-09-08
Vinod Kumar,athletes,accuses,HOSTILE,https://www.aljazeera.com/opinions/2024/9/8/the-paralympics-are-supposed-to-be-fair-and-inclusive-but-often-fail-to-be,2024-09-08
Bethany Woodward,team event,criticizes,HOSTILE,https://www.aljazeera.com/opinions/2024/9/8/the-paralympics-are-supposed-to-be-fair-and-inclusive-but-often-fail-to-be,2024-09-08
Oksana Masters,athletes,criticizes,HOSTILE,https://www.aljazeera.com/opinions/2024/9/8/the-paralympics-are-supposed-to-be-fair-and-inclusive-but-often-fail-to-be,2024-09-08
Team USA,Oksana Masters,represents,NEUTRAL,https://www.aljazeera.com/opinions/2024/9/8/the-paralympics-are-supposed-to-be-fair-and-inclusive-but-often-fail-to-be,2024-09-08
Donald Trump,economy,supports,NEUTRAL,https://www.reuters.com/graphics/USA-BIDEN/POLL/nmopagnqapa/,2024-09-05
Joe Biden,preserving democracy,supports,NEUTRAL,https://www.reuters.com/graphics/USA-BIDEN/POLL/nmopagnqapa/,2024-09-05
Joe Biden,Donald Trump,opposes,NEUTRAL,https://www.reuters.com/graphics/USA-BIDEN/POLL/nmopagnqapa/,2024-09-05
Donald Trump,Joe Biden,opposes,NEUTRAL,https://www.reuters.com/graphics/USA-BIDEN/POLL/nmopagnqapa/,2024-09-05
Donald Trump,immigrants,criticizes,HOSTILE,https://www.reuters.com/graphics/USA-BIDEN/POLL/nmopagnqapa/,2024-09-05
Donald Trump,2020 election,criticizes,HOSTILE,https://www.reuters.com/graphics/USA-BIDEN/POLL/nmopagnqapa/,2024-09-05
Donald Trump,Joe Biden,opposes,NEUTRAL,https://www.reuters.com/graphics/USA-BIDEN/POLL/nmopagnqapa/,2024-09-05
Barack Obama,healthcare policy,supports,NEUTRAL,https://www.reuters.com/graphics/USA-BIDEN/POLL/nmopagnqapa/,2024-09-05
Draghi,Europe,leads,NEUTRAL,https://www.politico.eu/article/mario-draghi-report-says-eu-must-spend-twice-as-much-after-wwii/,2024-09-09
Mario Draghi,EU,supports,NEUTRAL,https://www.politico.eu/article/mario-draghi-report-says-eu-must-spend-twice-as-much-after-wwii/,2024-09-09
Commission,Siemens,opposes,HOSTILE,https://www.politico.eu/article/mario-draghi-report-says-eu-must-spend-twice-as-much-after-wwii/,2024-09-09
Commission,Alstom,opposes,HOSTILE,https://www.politico.eu/article/mario-draghi-report-says-eu-must-spend-twice-as-much-after-wwii/,2024-09-09
Draghi,EU,supports,NEUTRAL,https://www.politico.eu/article/europe-mario-draghi-report-unleashed-eurozone-debt-crisis-ecb-competition-investment/,2024-09-09
U.S.,Europe,leads,NEUTRAL,https://www.politico.eu/article/europe-defense-mario-draghi-arms-industry-guns-missiles-tanks-spending/,2024-09-09
Christoph Keim,Germany,leads,NEUTRAL,https://www.politico.eu/article/europe-energy-bills-germany-brussels-pipeline-prices/,2024-09-10
Mario Draghi,EU,criticizes,HOSTILE,https://www.politico.eu/article/europe-energy-bills-germany-brussels-pipeline-prices/,2024-09-10
Europe,United States,opposes,HOSTILE,https://www.politico.eu/article/mario-draghi-report-europe-finances-invest-energy-work/,2024-09-09
Draghi,Europe,accuses,HOSTILE,https://www.politico.eu/article/mario-draghi-report-europe-finances-invest-energy-work/,2024-09-09
Draghi,EU,proposes,NEUTRAL,https://www.politico.eu/article/elon-musk-mario-draghi-report-eu-regulation-competitiveness-companies/,2024-09-09
Musk,Draghi,supports,FRIENDLY,https://www.politico.eu/article/elon-musk-mario-draghi-report-eu-regulation-competitiveness-companies/,2024-09-09
European Commission,X,accuses,HOSTILE,https://www.politico.eu/article/elon-musk-mario-draghi-report-eu-regulation-competitiveness-companies/,2024-09-09
France,Brussels,criticizes,NEUTRAL,https://www.politico.eu/article/elon-musk-mario-draghi-report-eu-regulation-competitiveness-companies/,2024-09-09
Germany,Brussels,criticizes,NEUTRAL,https://www.politico.eu/article/elon-musk-mario-draghi-report-eu-regulation-competitiveness-companies/,2024-09-09
Bruno Le Maire,EU,proposes,NEUTRAL,https://www.politico.eu/article/elon-musk-mario-draghi-report-eu-regulation-competitiveness-companies/,2024-09-09
Hungary,Ukraine,supports,NEUTRAL,https://www.politico.eu/article/ukraine-russian-oil-hungary-mol-lukoil-sanctions/,2024-09-10
Slovakia,Ukraine,supports,NEUTRAL,https://www.politico.eu/article/ukraine-russian-oil-hungary-mol-lukoil-sanctions/,2024-09-10
MOL,Hungary,partners with,NEUTRAL,https://www.politico.eu/article/ukraine-russian-oil-hungary-mol-lukoil-sanctions/,2024-09-10
Gergely Gulyás,Viktor Orbán,represents,NEUTRAL,https://www.politico.eu/article/ukraine-russian-oil-hungary-mol-lukoil-sanctions/,2024-09-10
Hungary,EU,opposes,NEUTRAL,https://www.politico.eu/article/ukraine-russian-oil-hungary-mol-lukoil-sanctions/,2024-09-10
Donald Tusk,PiS,opposes,HOSTILE,https://www.politico.eu/article/russia-polish-private-university-scandal-pis-politics-cba/,2024-09-11
Margrethe Vestager,Apple,criticizes,HOSTILE,https://www.politico.eu/article/commission-scores-surprise-win-in-apple-tax-row/,2024-09-10
Margrethe Vestager,European Union,supports,FRIENDLY,https://www.politico.eu/article/commission-scores-surprise-win-in-apple-tax-row/,2024-09-10
European Union,Apple,criticizes,HOSTILE,https://www.politico.eu/article/commission-scores-surprise-win-in-apple-tax-row/,2024-09-10
Apple,Ireland,partners with,NEUTRAL,https://www.politico.eu/article/commission-scores-surprise-win-in-apple-tax-row/,2024-09-10
Robert Golob,Kos,opposes,HOSTILE,https://www.politico.eu/article/slovenia-new-commissioner-eu-nominee-marta-kos-female-candidate-ursula-von-der-leyen/,2024-09-09
Mario Draghi,European Central Bank,leads,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Mario Draghi,European Commission,supports,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Mario Draghi,Ursula von der Leyen,supports,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Ursula von der Leyen,Mario Draghi,supports,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
China,U.S.,opposes,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
U.S.,China,opposes,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Ruben Brekelmans,South Korea,partners with,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Ruben Brekelmans,China,opposes,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Pedro Sánchez,Xi Jinping,partners with,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Xi Jinping,Pedro Sánchez,partners with,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Emmanuel Macron,Xi Jinping,partners with,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Xi Jinping,Emmanuel Macron,partners with,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Sven Giegold,DG Connect,criticizes,HOSTILE,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Sven Giegold,DG Climate,criticizes,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Sven Giegold,DG Energy,supports,FRIENDLY,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
Georgia,Russia,supports,NEUTRAL,https://www.politico.eu/newsletter/brussels-playbook/draghis-report-game-changer-or-doorstop/,2024-09-09
von der Leyen,European Parliament,supports,NEUTRAL,https://www.politico.eu/article/great-commission-eu-council-parliament-ursula-von-der-leyen/,2024-09-09
Síkela,European People’s Party,represents,NEUTRAL,https://www.politico.eu/article/josef-sikela-trade-portfolio-european-commission-czech-republic-top-jobs/,2024-09-10
France,Síkela,opposes,HOSTILE,https://www.politico.eu/article/josef-sikela-trade-portfolio-european-commission-czech-republic-top-jobs/,2024-09-10
Síkela,Teresa Ribera,contrasts,NEUTRAL,https://www.politico.eu/article/josef-sikela-trade-portfolio-european-commission-czech-republic-top-jobs/,2024-09-10
Tusk,Germany,criticizes,HOSTILE,https://www.politico.eu/article/germany-border-control-donald-tusk-poland-security-irregular-migration/,2024-09-10
Andrii Sybiha,Ukraine’s parliament,represents,NEUTRAL,https://www.politico.eu/article/ukraine-appoints-andriy-sybiha-new-foreign-minister-volodymyr-zelenskyy/,2024-09-05
Dmytro Kuleba,foreign ministry,leads,NEUTRAL,https://www.politico.eu/article/ukraine-appoints-andriy-sybiha-new-foreign-minister-volodymyr-zelenskyy/,2024-09-05
Volodymyr Zelenskyy,Andrii Sybiha,endorses,NEUTRAL,https://www.politico.eu/article/ukraine-appoints-andriy-sybiha-new-foreign-minister-volodymyr-zelenskyy/,2024-09-05
Volodymyr Zelenskyy,Dmytro Kuleba,opposes,HOSTILE,https://www.politico.eu/article/ukraine-appoints-andriy-sybiha-new-foreign-minister-volodymyr-zelenskyy/,2024-09-05
Russia,Ukraine,opposes,HOSTILE,https://www.politico.eu/article/ukraine-appoints-andriy-sybiha-new-foreign-minister-volodymyr-zelenskyy/,2024-09-05
Sergey Kiriyenko,Social Design Agency,leads,NEUTRAL,https://www.politico.eu/article/fbi-dossier-reveals-russian-psy-ops-disinformation-campaign-election-europe/,2024-09-05
Vladimir Putin,Sergey Kiriyenko,leads,NEUTRAL,https://www.politico.eu/article/fbi-dossier-reveals-russian-psy-ops-disinformation-campaign-election-europe/,2024-09-05
Wagenknecht,Left,leads,NEUTRAL,https://www.politico.eu/article/far-right-afd-radical-left-politics-russia-germany-europe/,2024-09-10
AfD,Wagenknecht,supports,NEUTRAL,https://www.politico.eu/article/far-right-afd-radical-left-politics-russia-germany-europe/,2024-09-10
Germany,Ukraine,supports,NEUTRAL,https://www.politico.eu/article/far-right-afd-radical-left-politics-russia-germany-europe/,2024-09-10
Varoufakis,Brexit,opposes,NEUTRAL,https://www.politico.eu/article/far-right-afd-radical-left-politics-russia-germany-europe/,2024-09-10
McGrath,Ursula von der Leyen,opposes,HOSTILE,https://www.politico.eu/article/michael-mcgrath-eu-commission-ireland-von-der-leyen-brussels/,2024-09-06
McGrath,Ursula von der Leyen,partners with,NEUTRAL,https://www.politico.eu/article/michael-mcgrath-eu-commission-ireland-von-der-leyen-brussels/,2024-09-06
Mario Draghi,Europe,criticizes,HOSTILE,https://www.euronews.com/my-europe/2024/09/09/draghis-report-on-eu-competitiveness-five-key-takeaways,2024-09-09
Mario Draghi,Ursula von der Leyen,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/09/09/draghis-report-on-eu-competitiveness-five-key-takeaways,2024-09-09
Mario Draghi,China,criticizes,HOSTILE,https://www.euronews.com/my-europe/2024/09/09/draghis-report-on-eu-competitiveness-five-key-takeaways,2024-09-09
Wopke Hoekstra,China,criticizes,HOSTILE,https://www.euronews.com/my-europe/2024/09/09/draghis-report-on-eu-competitiveness-five-key-takeaways,2024-09-09
Mario Draghi,US,partners with,NEUTRAL,https://www.euronews.com/my-europe/2024/09/09/draghis-report-on-eu-competitiveness-five-key-takeaways,2024-09-09
China,Europe,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/09/09/draghis-report-on-eu-competitiveness-five-key-takeaways,2024-09-09
Viktor Orbán,European Union,criticizes,HOSTILE,https://www.euronews.com/my-europe/2024/09/06/we-never-let-them-in-hungarys-pm-viktor-orban-demands-new-laws-tackling-migration,2024-09-06
Hungary,European Union,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/09/06/we-never-let-them-in-hungarys-pm-viktor-orban-demands-new-laws-tackling-migration,2024-09-06
Hungary,Serbia,partners with,NEUTRAL,https://www.euronews.com/my-europe/2024/09/06/we-never-let-them-in-hungarys-pm-viktor-orban-demands-new-laws-tackling-migration,2024-09-06
Bence Rétvári,Brussels,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/09/06/we-never-let-them-in-hungarys-pm-viktor-orban-demands-new-laws-tackling-migration,2024-09-06
Gergely Gulyás,Brussels,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/09/06/we-never-let-them-in-hungarys-pm-viktor-orban-demands-new-laws-tackling-migration,2024-09-06
European Court of Justice,Hungary,criticizes,HOSTILE,https://www.euronews.com/my-europe/2024/09/06/we-never-let-them-in-hungarys-pm-viktor-orban-demands-new-laws-tackling-migration,2024-09-06
European Union,Hungary,criticizes,HOSTILE,https://www.euronews.com/my-europe/2024/09/06/we-never-let-them-in-hungarys-pm-viktor-orban-demands-new-laws-tackling-migration,2024-09-06
Nancy Faeser,Germany,leads,NEUTRAL,https://www.euronews.com/travel/2024/09/10/germany-tightens-border-checks-what-will-change-for-travellers,2024-09-10
CDU,SPD,opposes,HOSTILE,https://www.euronews.com/my-europe/2024/09/10/why-is-germany-strengthening-its-border-controls-now,2024-09-10
Friedrich Merz,SPD,criticizes,HOSTILE,https://www.euronews.com/my-europe/2024/09/10/why-is-germany-strengthening-its-border-controls-now,2024-09-10
Mario Draghi,EU,criticizes,NEUTRAL,https://www.euronews.com/my-europe/2024/09/11/europes-fragmented-defence-industry-needs-coordination-to-avoid-supply-crisis-draghi-repor,2024-09-11
Mario Draghi,Europe,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/09/11/europes-fragmented-defence-industry-needs-coordination-to-avoid-supply-crisis-draghi-repor,2024-09-11
Europe,US,opposes,NEUTRAL,https://www.euronews.com/my-europe/2024/09/11/europes-fragmented-defence-industry-needs-coordination-to-avoid-supply-crisis-draghi-repor,2024-09-11
Hannah Neumann,Europe,supports,FRIENDLY,https://www.euronews.com/my-europe/2024/09/11/europes-fragmented-defence-industry-needs-coordination-to-avoid-supply-crisis-draghi-repor,2024-09-11
Hannah Neumann,US,opposes,NEUTRAL,https://www.euronews.com/my-europe/2024/09/11/europes-fragmented-defence-industry-needs-coordination-to-avoid-supply-crisis-draghi-repor,2024-09-11
Maria Kalesnikava,Viktar Babaryka,supports,NEUTRAL,https://www.euronews.com/2024/09/06/starved-and-excommunicated-what-is-happening-to-belarusian-political-prisoner-maria-kalesn,2024-09-06
Maria Kalesnikava,Alexander Lukashenko,opposes,HOSTILE,https://www.euronews.com/2024/09/06/starved-and-excommunicated-what-is-happening-to-belarusian-political-prisoner-maria-kalesn,2024-09-06
Viktar Babaryka,Alexander Lukashenko,opposes,HOSTILE,https://www.euronews.com/2024/09/06/starved-and-excommunicated-what-is-happening-to-belarusian-political-prisoner-maria-kalesn,2024-09-06
Didier Reynders,Alexander Lukashenko,criticizes,HOSTILE,https://www.euronews.com/2024/09/06/starved-and-excommunicated-what-is-happening-to-belarusian-political-prisoner-maria-kalesn,2024-09-06
Tatsiana Khomich,Maria Kalesnikava,supports,FRIENDLY,https://www.euronews.com/2024/09/06/starved-and-excommunicated-what-is-happening-to-belarusian-political-prisoner-maria-kalesn,2024-09-06
Inna Kavalionak,Maria Kalesnikava,supports,FRIENDLY,https://www.euronews.com/2024/09/06/starved-and-excommunicated-what-is-happening-to-belarusian-political-prisoner-maria-kalesn,2024-09-06
Inna Kavalionak,Viktar Babaryka,partners with,NEUTRAL,https://www.euronews.com/2024/09/06/starved-and-excommunicated-what-is-happening-to-belarusian-political-prisoner-maria-kalesn,2024-09-06
Politzek,Maria Kalesnikava,supports,NEUTRAL,https://www.euronews.com/2024/09/06/starved-and-excommunicated-what-is-happening-to-belarusian-political-prisoner-maria-kalesn,2024-09-06
PEL,Die Linke,partners with,NEUTRAL,https://www.euronews.com/my-europe/2024/09/09/european-left-party-splits-as-new-group-eyes-new-central-and-eastern-countries,2024-09-09
PEL,Syriza,partners with,NEUTRAL,https://www.euronews.com/my-europe/2024/09/09/european-left-party-splits-as-new-group-eyes-new-central-and-eastern-countries,2024-09-09
Catarina Martens,Euronews,told,NEUTRAL,https://www.euronews.com/my-europe/2024/09/09/european-left-party-splits-as-new-group-eyes-new-central-and-eastern-countries,2024-09-09
Die Linke,ELA,supports,NEUTRAL,https://www.euronews.com/my-europe/2024/09/09/european-left-party-splits-as-new-group-eyes-new-central-and-eastern-countries,2024-09-09
Malin Björk,ELA,leads,NEUTRAL,https://www.euronews.com/my-europe/2024/09/09/european-left-party-splits-as-new-group-eyes-new-central-and-eastern-countries,2024-09-09
